timestamp,open,high,low,close,volume,vwap,transactions,greed_index,sentiment,news_count,price_change,high_low_range,macd_line,macd_signal,macd_histogram,rsi,roc,atr,ema_9,ema_21,ema_50,ema_200,adx,obv,bollinger_percB,returns_1,returns_3,returns_5,std_5,std_10,lagged_close_1,lagged_close_2,lagged_close_3,lagged_close_5,lagged_close_10,candle_body_ratio,wick_dominance,news_volume_z,d_sentiment,gap_vs_prev,volume_zscore,atr_zscore,rsi_zscore,month,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,days_since_high,days_since_low
2021-04-15 16:00:00+00:00,69.5,71.5,63.08,64.99,254783,66.634919,1783,79.0,0.407232953235507,1,-4.510000000000005,8.420000000000002,0.0,0.0,0.0,50.0,0.0,8.420000000000002,64.99,64.99,64.99,64.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.99,64.99,64.99,64.99,64.99,-0.5356294536817107,0.23752969121140138,0.0,0.0,4.510000000000005,0.0,0.0,0.0,4,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.0
2021-04-16 12:00:00+00:00,64.585,64.585,61.385,61.805,69831,63.070119,580,78.0,0.407232953235507,0,-2.779999999999994,3.1999999999999957,-0.2540740740740688,-0.05081481481481376,-0.20325925925925503,0.0,0.0,7.778000000000001,64.353,64.70045454545455,64.86509803921568,64.95830845771144,100.0,-69831.0,0.323223304703363,-0.04900753962148019,0.0,0.0,0.0,0.0,64.99,64.99,64.99,64.99,64.99,-0.8687499999999992,0.1312500000000007,0.0,0.0,-0.40500000000000114,0.0,0.0,0.0,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,1.0
2021-04-16 16:00:00+00:00,61.98,63.54,59.05,61.005,89498,61.107107,1190,78.0,0.407232953235507,0,-0.9749999999999943,4.490000000000002,-0.5140571910942242,-0.14346329007069586,-0.37059390102352835,0.0,0.0,7.339600000000001,63.6834,64.3645041322314,64.71372164552095,64.91897205514715,100.0,-159329.0,0.31084840567465816,-0.012943936574710713,0.0,0.0,0.0,0.0,61.805,64.99,64.99,64.99,64.99,-0.21714922048997637,0.43541202672605894,0.0,0.0,0.17499999999999716,0.0,0.0,0.0,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,2.0,2.0
2021-04-19 12:00:00+00:00,60.01,60.24,56.325,56.325,143480,59.269354,1246,74.0,0.407232953235507,0,-3.684999999999995,3.914999999999999,-1.0852227991174885,-0.33181519188005437,-0.7534076072374342,0.0,0.0,6.984986666666667,62.21172,63.63364012021036,64.384752169226,64.83345989539444,100.0,-302809.0,0.17122582918206536,-0.07671502335874103,-0.13332820433912895,0.0,0.0,0.0,61.005,61.805,64.99,64.99,64.99,-0.9412515964240092,0.058748403575990815,0.0,0.0,-0.9950000000000045,0.0,0.0,0.0,4,1.2246467991473532e-16,-1.0,0.0,1.0,3.0,3.0
2021-04-19 16:00:00+00:00,56.245,60.235,55.725,58.605,120635,58.262622,1526,74.0,0.407232953235507,0,2.3599999999999994,4.509999999999998,-1.3384696680916406,-0.5331460871223717,-0.8053235809692689,5.300259687580237,0.0,6.654988444444444,61.490376,63.17649101837305,64.15809522141322,64.77148517006714,100.0,-182174.0,0.3522220159374164,0.040479360852196944,-0.051775746298843184,0.0,3.283642032865332,0.0,56.325,61.005,61.805,64.99,64.99,0.5232815964523283,0.36141906873614266,0.0,0.0,-0.0800000000000054,0.0,0.0,0.0,4,-0.8660254037844385,-0.5000000000000004,0.0,1.0,4.0,4.0
2021-04-20 12:00:00+00:00,60.55,61.8,58.99,60.0,95444,60.436626,498,73.0,0.407232953235507,0,-0.5499999999999972,2.809999999999995,-1.4103471903011098,-0.7085863077581194,-0.7017608825429904,8.495927410498311,0.0,6.193656651851852,61.1923008,62.88771910761186,63.99503266371074,64.72400770568836,92.98206278026906,-86730.0,0.46138078894845413,0.023803429741489746,-0.016474059503319483,-0.07678104323742108,2.162069610350228,0.0,58.605,56.325,61.005,64.99,64.99,-0.19572953736654736,0.44483985765124634,0.0,0.0,1.9450000000000003,0.0,0.0,0.0,4,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,5.0,5.0
2021-04-20 16:00:00+00:00,59.91,60.805,59.265,60.01,45866,60.116957,350,73.0,0.407232953235507,0,0.10000000000000142,1.5399999999999991,-1.4497914348777599,-0.8568273331820475,-0.5929641016957123,8.519758868028347,0.0,5.573169098271605,60.955840640000005,62.62610827964714,63.83875687297699,64.67710215637804,88.3034379671151,-40864.0,0.46460451959385524,0.0001666666666666483,0.0654238792720816,-0.029042957689507376,1.8147430947657543,0.0,60.0,58.605,56.325,61.805,64.99,0.0649350649350659,0.5162337662337676,0.0,0.0,-0.09000000000000341,0.0,0.0,0.0,4,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,6.0,6.0
2021-04-21 12:00:00+00:00,58.68,62.09,56.78,61.71,42903,59.881147,437,73.0,0.407232953235507,0,3.030000000000001,5.310000000000002,-1.3285606699748058,-0.9511740005405992,-0.3773866694342066,12.683100888024981,0.0,5.538079885168725,61.106672512,62.542825708770124,63.755276211291616,64.64757875183696,86.0537891913282,2039.0,0.6136745614492751,0.028328611898017053,0.05298182748912206,0.011556429800835932,2.0081925953453736,0.0,60.01,60.0,58.605,61.005,64.99,0.5706214689265536,0.35781544256120484,0.0,0.0,-1.3299999999999983,0.0,0.0,0.0,4,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7.0,7.0
2021-04-21 16:00:00+00:00,61.55,62.145,60.485,61.89,45544,61.714918,524,73.0,0.407232953235507,0,0.3400000000000034,1.6600000000000037,-1.2040800345668004,-1.0017552073458396,-0.2023248272209608,13.133890012279124,0.0,5.021002567146229,61.263338009600005,62.483477917063745,63.6821281245743,64.62014015729132,84.26303412879962,47583.0,0.6227386805157284,0.002916869227029606,0.031500000000000083,0.09880159786950737,1.3657488788207,0.0,61.71,60.01,60.0,56.325,64.99,0.20481927710843534,0.6415662650602382,0.0,0.0,-0.1600000000000037,0.0,0.0,0.0,4,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,8.0,8.0
2021-04-22 12:00:00+00:00,61.76,62.385,60.68,60.75,5254,61.521391,55,65.0,0.407232953235507,0,-1.009999999999998,1.7049999999999983,-1.1837709323574899,-1.0381583523481697,-0.1456125800093202,12.687148630863945,0.0,4.5788688915267315,61.16067040768001,62.325889015512494,63.567142707924326,64.58163130000484,82.4788223595028,42329.0,0.5045020567393608,-0.01841977702375186,0.012331278120313316,0.03660097261325834,0.9023413988064599,2.2767371877804012,61.89,61.71,60.01,58.605,64.99,-0.5923753665689144,0.36656891495601207,0.0,0.0,-0.13000000000000256,-1.2213519217751687,-1.4690681789830622,0.10935457103364031,4,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,9.0,9.0
